gaia_dr3,name,ra_deg,dec_deg,parallax_mas,e_parallax_mas,G,bp_rp,period_d,e_period_d,T0_BJD_TDB,total_duration_min,flat_fraction,depth_o_uJy,depth_c_uJy,n_o,n_c,data,simbad_type,mwdd_spectype
4731701084150029824,,58.30184,-55.043986,9.103,0.113,18.373,2.817,0.14786971,4e-08,2460670.38336,10.6,0.5,52.6,29.8,1936,571,ATLAS forced photometry MJD 59577-61306,,
