Source,RA_ICRS,DE_ICRS,TransitID,TimeG,FG,e_FG,RFG,Gmag,NG,TimeBP,FBP,e_FBP,RFBP,BPmag,TimeRP,FRP,e_FRP,RFRP,RPmag,noisyFlag,SMuFlag,AF1uFlag,AF2uFlag,AF3uFlag,AF4uFlag,AF5uFlag,AF6uFlag,AF7uFlag,AF8uFlag,AF9uFlag,BPuFlag,RPuFlag,SMrFlag,AF1rFlag,AF2rFlag,AF3rFlag,AF4rFlag,AF5rFlag,AF6rFlag,AF7rFlag,AF8rFlag,AF9rFlag,BPrFlag,RPrFlag,GrVFlag,BPrVFlag,RPrVFlag
3123625093275668736,94.56753439014,1.2533286772,17847341652783909,1719.60279,2586.9887,12.444785,207.877,17.155381,9,1719.6031,2029.0059,38.571899,52.6032,17.070334,1719.6032,1309.7725,28.088452,46.6303,16.954906,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3123625093275668736,94.56753439014,1.2533286772,17851433940217929,1719.676803,2499.4516,12.232807,204.324,17.192755,9,1719.6771,2064.6435,40.617367,50.8315,17.05143,1719.6772,1678.182,27.246312,61.593,16.685798,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3123625093275668736,94.56753439014,1.2533286772,19766566755152921,1754.31417,2534.9269,13.477626,188.084,17.177453,9,1754.3145,1930.824,24.71619,78.1198,17.124185,1754.3146,1177.348,22.105221,53.2611,17.070633,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3123625093275668736,94.56753439014,1.2533286772,26633371462670222,1878.497346,2734.0595,43.808974,62.4087,17.095347,9,1878.4979,2014.2751,28.392739,70.9433,17.078245,1878.498,1308.0457,23.517952,55.619,16.956338,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0
3123625093275668736,94.56753439014,1.2533286772,28019618817545540,1903.56493,2584.9656,9.9238248,260.481,17.15623,8,1903.5653,1935.4127,32.355871,59.8164,17.121608,1903.5654,1214.104,23.795448,51.0225,17.037256,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3123625093275668736,94.56753439014,1.2533286772,28029359631005189,1903.741093,2481.125,15.954914,155.509,17.200745,9,1903.7414,1894.7504,33.388582,56.7485,17.144662,1903.7415,1208.3262,28.526466,42.3581,17.042435,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3123625093275668736,94.56753439014,1.2533286772,29508026006402145,1930.479561,2568.0348,11.375168,225.758,17.163365,9,1930.4799,1950.3776,28.980952,67.2986,17.113245,1930.48,1133.6253,22.55634,50.2575,17.111722,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3123625093275668736,94.56753439014,1.2533286772,29512118288699758,1930.553562,2520.0843,14.57812,172.868,17.183829,9,1930.5539,1988.2752,35.315219,56.3008,17.092351,1930.554,1112.2573,23.907077,46.5242,17.132382,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3123625093275668736,94.56753439014,1.2533286772,37626475757201119,2077.297677,2613.2479,14.744021,177.241,17.144415,8,2077.298,1936.0104,32.582776,59.4182,17.121273,2077.2981,1186.0139,24.268848,48.8698,17.062671,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3123625093275668736,94.56753439014,1.2533286772,40528806521218327,2129.789561,2506.4024,7.4334933,337.177,17.18974,9,2129.7899,1921.8427,28.394764,67.683,17.129248,2129.79,1160.2819,31.993003,36.2667,17.086487,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3123625093275668736,94.56753439014,1.2533286772,40532898802356296,,,,,,9,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3123625093275668736,94.56753439014,1.2533286772,47385870967531307,2253.795132,2555.5271,15.656905,163.22,17.168666,9,2253.7954,1863.436,24.746337,75.3015,17.162756,2253.7955,1132.7358,21.364651,53.0192,17.112574,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3123625093275668736,94.56753439014,1.2533286772,47389963265032924,2253.869077,2612.6561,7.5640352,345.405,17.144661,7,2253.8694,2031.7525,27.168444,74.7835,17.068865,2253.8695,1291.4007,23.395855,55.1978,16.970243,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3123625093275668736,94.56753439014,1.2533286772,49020464511885498,2283.353209,2657.2863,12.538401,211.932,17.126271,9,2283.3535,1994.9669,27.744286,71.9055,17.088703,2283.3536,1189.0888,22.555657,52.718,17.05986,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3123625093275668736,94.56753439014,1.2533286772,50264499521774345,2305.848976,2634.3822,16.474119,159.91,17.13567,9,2305.8493,1971.3132,27.567236,71.5093,17.101653,2305.8494,1283.7695,26.126408,49.1369,16.976678,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3123625093275668736,94.56753439014,1.2533286772,58396837073687353,,,,,,0,2452.9204,1897.0485,24.610417,77.0832,17.143346,2452.9205,1061.0159,22.50247,47.1511,17.183591,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
3123625093275668736,94.56753439014,1.2533286772,58406577892913959,2453.096237,2643.3504,10.813734,244.444,17.13198,9,2453.0966,1851.4916,30.390308,60.9237,17.169738,2453.0966,1329.648,24.101585,55.1685,16.938554,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3123625093275668736,94.56753439014,1.2533286772,60188967937385874,2485.332792,2501.7653,8.2790301,302.181,17.19175,9,2485.3331,1827.0657,24.520455,74.5119,17.184157,2485.3332,1083.258,21.556717,50.2515,17.161066,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3123625093275668736,94.56753439014,1.2533286772,60193060186396149,2485.406805,2514.3078,6.9210613,363.284,17.186321,9,2485.4071,1762.588,25.311612,69.6355,17.223165,2485.4072,983.01671,23.522425,41.7906,17.266493,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3123625093275668736,94.56753439014,1.2533286772,61243884917003714,2504.411912,2506.2518,8.6037997,291.296,17.189805,9,2504.4122,1828.0949,25.184979,72.5867,17.183545,2504.4123,1148.9405,21.788881,52.7306,17.097152,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3123625093275668736,94.56753439014,1.2533286772,61253625663866615,2504.588052,2685.2029,15.065383,178.237,17.114924,8,2504.5884,2071.4276,32.477429,63.7805,17.047868,2504.5885,1268.7392,31.239911,40.6128,16.989465,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3123625093275668736,94.56753439014,1.2533286772,61257717969516167,2504.662099,2661.9646,14.756425,180.394,17.124361,8,2504.6624,1986.4418,24.106264,82.4035,17.093353,2504.6625,1117.4475,26.195416,42.6581,17.127328,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3123625093275668736,94.56753439014,1.2533286772,68169204637112044,2629.649977,2555.8819,42.967627,59.4839,17.168515,8,2629.6505,1936.3313,25.673261,75.4221,17.121093,2629.6506,1165.9474,22.582904,51.6296,17.081198,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0
3123625093275668736,94.56753439014,1.2533286772,70024460756758950,2663.198504,2577.6355,11.890081,216.789,17.159313,8,2663.1988,1960.0988,28.863527,67.9092,17.107847,2663.1989,6177.173,41.590008,148.525,15.270921,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
3123625093275668736,94.56753439014,1.2533286772,70988217301223116,2680.62612,2515.0684,65.379124,38.469,17.185992,8,2680.6265,1828.6792,26.794749,68.2477,17.183198,2680.6265,1058.7779,22.565607,46.92,17.185883,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3123625093275668736,94.56753439014,1.2533286772,70992309601875535,2680.70015,2503.9021,9.980252,250.886,17.190824,9,2680.7005,1899.0702,29.747954,63.8387,17.14219,2680.7006,1145.0098,26.738163,42.8231,17.100872,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
