Source,RA_ICRS,DE_ICRS,TransitID,TimeG,FG,e_FG,RFG,Gmag,NG,TimeBP,FBP,e_FBP,RFBP,BPmag,TimeRP,FRP,e_FRP,RFRP,RPmag,noisyFlag,SMuFlag,AF1uFlag,AF2uFlag,AF3uFlag,AF4uFlag,AF5uFlag,AF6uFlag,AF7uFlag,AF8uFlag,AF9uFlag,BPuFlag,RPuFlag,SMrFlag,AF1rFlag,AF2rFlag,AF3rFlag,AF4rFlag,AF5rFlag,AF6rFlag,AF7rFlag,AF8rFlag,AF9rFlag,BPrFlag,RPrFlag,GrVFlag,BPrVFlag,RPrVFlag
2888030331609338240,85.42020404244,-36.38005632501,18101716259477324,1724.204383,1562.7037,8.7484238,178.627,17.702675,9,1724.2047,1093.8737,32.116504,34.0596,17.741124,1724.2048,719.96786,21.711125,33.1612,17.604613,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2888030331609338240,85.42020404244,-36.38005632501,18111457067950416,1724.38055,1563.0563,20.548041,76.0684,17.70243,9,1724.3809,1133.5248,32.437847,34.9445,17.702465,1724.381,796.38578,28.501979,27.9414,17.495087,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2888030331609338240,85.42020404244,-36.38005632501,20251675459498226,1763.08706,1575.5917,8.7079582,180.937,17.693758,9,1763.0874,1164.6498,21.516091,54.1292,17.673054,1763.0875,771.41517,19.383069,39.7984,17.529675,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2888030331609338240,85.42020404244,-36.38005632501,22545515571241895,1804.570868,1572.8405,6.9022019,227.875,17.695655,9,1804.5712,1074.398,21.720107,49.4656,17.760629,1804.5713,645.11562,21.382991,30.1696,17.723802,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2888030331609338240,85.42020404244,-36.38005632501,22555256352675682,1804.747026,1586.7764,6.9368364,228.746,17.686078,9,1804.7473,1016.6477,21.059851,48.2742,17.820616,1804.7474,720.18802,18.74047,38.4296,17.604281,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2888030331609338240,85.42020404244,-36.38005632501,23882553158276376,,,,,,0,1828.7507,1021.7727,24.740775,41.2991,17.815157,1828.7507,718.95169,28.632378,25.1097,17.606146,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
2888030331609338240,85.42020404244,-36.38005632501,23886645424866277,1828.824318,1516.3713,6.3390916,239.21,17.735353,8,1828.8247,1175.8502,21.968652,53.524,17.662662,1828.8247,533.90652,20.037677,26.6451,17.929232,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2888030331609338240,85.42020404244,-36.38005632501,23896386300048104,1829.000501,1573.9699,8.7975985,178.909,17.694876,9,1829.0008,993.17646,24.6572,40.2794,17.845976,1829.0009,612.16083,22.629695,27.0512,17.780732,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2888030331609338240,85.42020404244,-36.38005632501,26014573738648338,1867.305609,1580.7579,13.787948,114.648,17.690203,9,1867.3059,1092.6026,25.128057,43.4814,17.742387,1867.306,756.39418,21.630325,34.9692,17.551025,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2888030331609338240,85.42020404244,-36.38005632501,27765244629108035,1898.964027,1560.5139,10.106469,154.407,17.704198,8,1898.9644,1052.2601,52.81474,19.9236,17.783234,1898.9645,799.54192,33.613046,23.7867,17.490792,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
