Source,RA_ICRS,DE_ICRS,TransitID,TimeG,FG,e_FG,RFG,Gmag,NG,TimeBP,FBP,e_FBP,RFBP,BPmag,TimeRP,FRP,e_FRP,RFRP,RPmag,noisyFlag,SMuFlag,AF1uFlag,AF2uFlag,AF3uFlag,AF4uFlag,AF5uFlag,AF6uFlag,AF7uFlag,AF8uFlag,AF9uFlag,BPuFlag,RPuFlag,SMrFlag,AF1rFlag,AF2rFlag,AF3rFlag,AF4rFlag,AF5rFlag,AF6rFlag,AF7rFlag,AF8rFlag,AF9rFlag,BPrFlag,RPrFlag,GrVFlag,BPrVFlag,RPrVFlag
6136817910121524096,200.5022149236,-42.40353289229,18347426213958548,1728.643274,1378.1731,194.66986,7.07954,17.839107,1,,,,,,,,,,,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6136817910121524096,200.5022149236,-42.40353289229,23768771973104866,1826.687796,1073.7843,7.7446613,138.648,18.110074,8,1826.6881,860.75331,33.729946,25.519,18.001345,1826.6882,381.51139,19.502784,19.5619,18.294127,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6136817910121524096,200.5022149236,-42.40353289229,25081721198875770,1850.433836,1082.0992,4.5646558,237.06,18.101699,9,1850.4342,751.78487,19.401061,38.7497,18.148308,1850.4342,341.43159,16.244563,21.0182,18.414636,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6136817910121524096,200.5022149236,-42.40353289229,26633522907628895,1878.499711,1062.3643,4.9446722,214.85,18.121683,8,1878.5001,836.29952,28.934224,28.9035,18.032638,1878.5001,367.56966,17.470038,21.04,18.334546,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6136817910121524096,200.5022149236,-42.40353289229,33499905889301305,2002.675201,1114.9371,8.1650651,136.55,18.069241,9,2002.6755,890.08362,24.619958,36.1529,17.964965,2002.6756,281.12827,17.531774,16.0354,18.625634,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6136817910121524096,200.5022149236,-42.40353289229,33503998216299300,2002.749203,1074.2928,12.9967,82.6589,18.10956,9,2002.7495,873.66024,19.763494,44.2058,17.985186,2002.7496,360.60917,17.911605,20.1327,18.355304,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6136817910121524096,200.5022149236,-42.40353289229,35065794333677407,2030.991246,1184.7339,3.2988665,359.134,18.003315,9,2030.9916,876.40853,19.234316,45.5648,17.981776,2030.9916,361.7624,17.296078,20.9159,18.351837,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6136817910121524096,200.5022149236,-42.40353289229,35075535137038859,2031.167389,1099.878,11.550386,95.2244,18.084006,9,2031.1677,833.85428,23.721621,35.1517,18.035817,2031.1678,378.03785,25.497977,14.8262,18.304057,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6136817910121524096,200.5022149236,-42.40353289229,44521146814326207,2201.984759,1056.6317,16.120156,65.5472,18.127558,8,2201.9851,832.5609,24.060285,34.6031,18.037502,2201.9852,370.3039,20.864091,17.7484,18.3265,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6136817910121524096,200.5022149236,-42.40353289229,46054942747025875,2229.725075,1075.7738,7.0227231,153.185,18.108064,9,2229.7254,891.30602,19.047467,46.7939,17.963475,2229.7255,331.65254,16.095746,20.605,18.446187,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6136817910121524096,200.5022149236,-42.40353289229,46059035045844593,2229.799109,1050.3737,10.216308,102.813,18.134007,9,2229.7994,748.89977,26.878056,27.8629,18.152483,2229.7995,300.68276,17.992109,16.7119,18.552624,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6136817910121524096,200.5022149236,-42.40353289229,47413688158975030,2254.299221,1064.5065,9.7887456,108.748,18.119496,9,2254.2995,861.73234,21.140184,40.7628,18.000111,2254.2996,397.36657,16.648433,23.8681,18.249917,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6136817910121524096,200.5022149236,-42.40353289229,54321566697660802,2379.223481,1121.5463,4.3245415,259.345,18.062824,9,2379.2238,885.95775,26.011395,34.0604,17.97001,2379.2239,431.99757,18.456016,23.4069,18.159192,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6136817910121524096,200.5022149236,-42.40353289229,54325658963579914,2379.297482,1147.125,10.752454,106.685,18.03834,9,2379.2978,1475.1367,23.74754,62.1174,17.416462,2379.2979,845.93448,21.149928,39.997,17.429554,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
6136817910121524096,200.5022149236,-42.40353289229,56090232493855394,2411.206239,1076.6758,10.520182,102.344,18.107154,9,2411.2066,798.2202,25.25303,31.6089,18.083235,2411.2066,332.47141,22.939285,14.4935,18.44351,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6136817910121524096,200.5022149236,-42.40353289229,57334291284109215,2433.702575,1077.1903,6.4260603,167.628,18.106636,7,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1
6136817910121524096,200.5022149236,-42.40353289229,62666778216928954,2530.136632,1172.3538,7.6424731,153.4,18.01472,9,2530.1369,974.54243,22.382532,43.5403,17.86654,2530.137,361.53651,30.945183,11.6831,18.352515,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6136817910121524096,200.5022149236,-42.40353289229,62676519133000774,2530.312801,1064.6199,5.9492887,178.949,18.11938,9,2530.3131,884.0669,21.388967,41.3328,17.972329,2530.3132,388.35861,18.369974,21.1409,18.274813,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6136817910121524096,200.5022149236,-42.40353289229,62680611414664669,2530.386833,1070.3317,5.5707074,192.136,18.113571,8,2530.3871,870.98478,20.931096,41.612,17.988516,2530.3872,440.6056,24.47882,17.9995,18.13777,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6136817910121524096,200.5022149236,-42.40353289229,63146769625407583,2538.817535,1067.4574,7.8785019,135.49,18.11649,9,2538.8178,875.34322,19.713031,44.4043,17.983096,2538.8179,350.95698,17.304439,20.2813,18.384761,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6136817910121524096,200.5022149236,-42.40353289229,63150861873242804,2538.891546,1064.8676,11.554992,92.1565,18.119128,9,2538.8919,879.24713,21.897263,40.1533,17.978265,2538.8919,365.80764,21.808976,16.7733,18.339764,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6136817910121524096,200.5022149236,-42.40353289229,63160602709988500,2539.067716,1075.1762,4.6423994,231.599,18.108668,9,2539.068,866.07787,19.470763,44.4809,17.99465,2539.0681,353.09937,17.571869,20.0946,18.378153,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6136817910121524096,200.5022149236,-42.40353289229,63164695055210399,2539.141728,1121.3558,10.000917,112.125,18.063008,9,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
6136817910121524096,200.5022149236,-42.40353289229,65277659425314505,2577.35659,1090.338,8.855165,123.13,18.093464,9,2577.3569,927.93595,18.902874,49.0897,17.919747,2577.357,401.78843,16.789731,23.9306,18.237902,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
