file,teff,log_g,he_label,url
T170000_g7.0_He0.7.txt,170000,7.0,0.7,https://dc.g-vo.org/getproduct/theossa/spec/upload/0170000_7.00_0.300_0.700_003000-055000_2020-01-20_15_47_06.txt
T170000_g7.0_He0.9.txt,170000,7.0,0.9,https://dc.g-vo.org/getproduct/theossa/spec/upload/0170000_7.00_0.100_0.900_003000-055000_2020-01-20_15_38_56.txt
T170000_g7.0_He1.0.txt,170000,7.0,1.0,https://dc.g-vo.org/getproduct/theossa/spec/upload/0170000_7.00_0.000_1.000_003000-055000_2020-01-20_15_34_52.txt
T170000_g7.5_He0.0.txt,170000,7.5,0.0,https://dc.g-vo.org/getproduct/theossa/spec/upload/0170000_7.50_1.000_0.000_003000-055000_2020-01-20_16_17_57.txt
T170000_g7.5_He0.1.txt,170000,7.5,0.1,https://dc.g-vo.org/getproduct/theossa/spec/upload/0170000_7.50_0.900_0.100_003000-055000_2020-01-20_16_13_46.txt
T170000_g7.5_He0.3.txt,170000,7.5,0.3,https://dc.g-vo.org/getproduct/theossa/spec/upload/0170000_7.50_0.700_0.300_003000-055000_2020-01-20_16_05_13.txt
T170000_g7.5_He0.5.txt,170000,7.5,0.5,https://dc.g-vo.org/getproduct/theossa/spec/upload/0170000_7.50_0.500_0.500_003000-055000_2020-01-20_15_56_35.txt
T170000_g7.5_He0.7.txt,170000,7.5,0.7,https://dc.g-vo.org/getproduct/theossa/spec/upload/0170000_7.50_0.300_0.700_003000-055000_2020-01-20_15_47_41.txt
T170000_g7.5_He0.9.txt,170000,7.5,0.9,https://dc.g-vo.org/getproduct/theossa/spec/upload/0170000_7.50_0.100_0.900_003000-055000_2020-01-20_15_39_21.txt
T170000_g7.5_He1.0.txt,170000,7.5,1.0,https://dc.g-vo.org/getproduct/theossa/spec/upload/0170000_7.50_0.000_1.000_003000-055000_2020-01-20_15_35_07.txt
T170000_g8.0_He0.0.txt,170000,8.0,0.0,https://dc.g-vo.org/getproduct/theossa/spec/upload/0170000_8.00_1.000_0.000_003000-055000_2020-01-20_16_18_28.txt
T170000_g8.0_He0.1.txt,170000,8.0,0.1,https://dc.g-vo.org/getproduct/theossa/spec/upload/0170000_8.00_0.900_0.100_003000-055000_2020-01-20_16_14_09.txt
T170000_g8.0_He0.3.txt,170000,8.0,0.3,https://dc.g-vo.org/getproduct/theossa/spec/upload/0170000_8.00_0.700_0.300_003000-055000_2020-01-20_16_05_33.txt
T170000_g8.0_He0.5.txt,170000,8.0,0.5,https://dc.g-vo.org/getproduct/theossa/spec/upload/0170000_8.00_0.500_0.500_003000-055000_2020-01-20_15_57_00.txt
T170000_g8.0_He0.7.txt,170000,8.0,0.7,https://dc.g-vo.org/getproduct/theossa/spec/upload/0170000_8.00_0.300_0.700_003000-055000_2020-01-20_15_48_09.txt
T170000_g8.0_He0.9.txt,170000,8.0,0.9,https://dc.g-vo.org/getproduct/theossa/spec/upload/0170000_8.00_0.100_0.900_003000-055000_2020-01-20_15_39_44.txt
T170000_g8.0_He1.0.txt,170000,8.0,1.0,https://dc.g-vo.org/getproduct/theossa/spec/upload/0170000_8.00_0.000_1.000_003000-055000_2020-01-20_15_35_43.txt
T200000_g6.5_He0.0.txt,200000,6.5,0.0,https://dc.g-vo.org/getproduct/theossa/spec/upload/0200000_6.50_1.000_0.000_003000-055000_2020-03-05_18_52_36.txt
T200000_g6.5_He0.1.txt,200000,6.5,0.1,https://dc.g-vo.org/getproduct/theossa/spec/upload/0200000_6.50_0.900_0.100_003000-055000_2020-03-05_18_38_37.txt
