###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57447.544098 -20.401  1.929   -25   48 o  0   1.31 200.50220 -42.40353  5724.69  4661.31 3.69 3.61  79.1 -0.439 17.91 19.51 02a57447o0665o
57447.564390  21.364  6.143    10   64 o  0   1.01 200.50220 -42.40353  4591.81  5441.95 4.11 2.99  -1.3 -0.448 17.81 18.87 02a57447o0700o
57447.585220 -19.412  0.829   -62   52 o  0   0.89 200.50220 -42.40353  5754.65  4865.98 4.12 2.83   2.9 -0.465 17.98 19.05 02a57447o0735o
57447.605979  19.503  0.895    57   51 o  0   0.94 200.50220 -42.40353  5588.82  4617.96 4.19 3.11   7.1 -0.455 18.03 19.09 02a57447o0770o
57453.527324  20.134  0.595    32   19 c  0   0.72 200.50220 -42.40353  5867.20  4854.40 3.86 3.73 -73.6 -0.415 19.30 21.23 02a57453o0615c
57453.547609 -21.963  2.867    -6   17 c  0   1.12 200.50220 -42.40353  4431.68  5245.42 3.87 3.69 -50.7 -0.413 19.32 21.16 02a57453o0650c
57453.568994  20.740  0.872    18   16 c  0   1.28 200.50220 -42.40353  5594.02  4671.54 3.77 3.67 -59.3 -0.426 19.31 21.12 02a57453o0685c
57453.589529  22.212  3.667     5   17 c  0   0.92 200.50220 -42.40353  5584.67  4615.96 3.75 3.63 -39.7 -0.436 19.31 21.11 02a57453o0720c
57457.517323  20.668  1.571    20   31 c  0   0.78 200.50220 -42.40353  4783.53  5769.17 4.21 3.19 -83.3 -0.405 18.78 20.73 02a57457o0610c
57457.537630  23.346 15.000     2   25 c  0   1.12 200.50220 -42.40353  4503.84  5189.52 4.26 3.35 -77.5 -0.425 18.95 20.91 02a57457o0646c
57457.559491 -21.438  2.316   -10   22 c  0   0.82 200.50220 -42.40353  5667.14  4614.24 4.13 3.26 -74.9 -0.431 19.05 20.98 02a57457o0683c
57457.581273 -19.563  0.431   -54   23 c  0   0.94 200.50220 -42.40353  5587.60  4614.59 4.20 3.30 -66.9 -0.436 19.05 20.95 02a57457o0720c
57461.526466  22.297  5.875     4   26 c  0   0.88 200.50220 -42.40353  4428.60  5283.01 3.87 3.68 -48.7 -0.416 18.95 20.80 02a57461o0621c
57461.546750 -21.351  1.833   -10   19 c  0   0.98 200.50220 -42.40353  5606.52  4708.23 3.78 3.69 -54.2 -0.427 19.20 21.02 02a57461o0656c
57461.567838 -18.812  2.000  -108  217 c  0   0.91 200.50220 -42.40353  5582.04  4615.24 4.04 3.93 -42.4 -0.404 16.52 18.35 02a57461o0691c
57465.487416 -19.467  0.613   -59   36 o  0   1.20 200.50220 -42.40353  4882.67  5634.25 3.56 3.33 -72.4 -0.511 18.42 19.43 02a57465o0572o
57465.507046  19.441  0.601    61   37 o  0   1.09 200.50220 -42.40353  4606.16  5050.04 3.54 3.35 -56.3 -0.525 18.47 19.51 02a57465o0607o
57465.527978 -21.011  2.719   -14   39 o  0   0.96 200.50220 -42.40353  5755.11  4471.63 3.55 3.50 -27.9 -0.527 18.51 19.63 02a57465o0642o
