oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
1455107400018821,67339375,2458427.8965806863,58427.393750000003,16.6495132,0.0176375788,0,zg,101.1586506,-0.76287700000000003,0.569999993,0.00700000022,20181105393738,1455,0x7,0x4,20.1299992,25.9074497,0.0228286684,-0.0548570715,7.8060375e-06,30,1.421,2
1455107400018821,67637748,2458430.8805494034,58430.377488400001,16.6275406,0.0175169166,0,zg,101.158642,-0.76288400000000001,0.749000013,-0.023,20181108377488,1455,0x7,0x4,21.0499992,26.1819172,0.0151780555,-0.0475097299,3.38726318e-06,30,1.47000003,2
1455107400018821,68442756,2458438.9312108033,58438.427569400003,16.6374359,0.0175709855,0,zg,101.1586508,-0.76286290000000001,0.537,-0.0399999991,20181116427558,1455,0x7,0x4,20.9899998,26.0482159,0.016367482,-0.0569546744,4.0216346e-06,30,1.21500003,2
1455107400018821,68543618,2458439.9398900806,58439.436180600002,16.6453094,0.0176143255,0,zg,101.1586373,-0.76287660000000002,0.605000019,-0.0140000004,20181117436157,1455,0x7,0x4,21.0400009,25.9489365,0.0162321534,-0.0896695107,3.99387818e-06,30,1.204,2
1455107400018821,68931167,2458443.8156387405,58443.3116782,16.6453552,0.0176145751,0,zg,101.15862,-0.76286350000000003,0.882000029,-0.0270000007,20181121311632,1455,0x7,0x4,19.8999996,26.1549015,0.0186923686,-0.076867491,5.14056819e-06,30,1.73500001,2
1455107400018821,99452900,2458749.0279620606,58748.529004600001,16.6102047,0.0174232591,0,zg,101.1586453,-0.76286379999999998,0.888999999,-0.0560000017,20190922528993,1455,0x7,0x4,19.7800007,26.0916195,0.0199730452,-0.0465722904,5.68014229e-06,30,1.329,2
1455107400018821,100451930,2458759.0191611559,58758.519305599999,16.6261768,0.0175094996,0,zg,101.1586472,-0.76287550000000004,0.432999998,-0.0270000007,20191002519259,1455,0x7,0x4,21.1299992,26.1481133,0.0150210364,-0.0880402699,3.45925446e-06,30,1.26600003,2
1455107400018821,100451975,2458759.0196124977,58758.519756900001,16.6404762,0.0175876841,0,zg,101.1586453,-0.76287039999999995,0.861999989,-0.0379999988,20191002519757,1455,0x7,0x4,21.0799999,26.1624775,0.0161719229,-0.100112826,4.00837416e-06,30,1.26499999,3
1455107400018821,101343672,2458767.9373900099,58767.436724500003,16.6286507,0.017522959,0,zg,101.1586757,-0.76287629999999995,0.990999997,-0.0120000001,20191011436725,1455,0x7,0x4,19.2199993,26.0546322,0.0297295377,-0.0655155927,1.29187911e-05,30,1.58099997,2
1455107400018821,101345593,2458767.9566047676,58767.455937500003,16.6162567,0.0174558051,0,zg,101.158643,-0.76285979999999998,0.675999999,-0.0149999997,20191011455926,1455,0x7,0x4,19.7700005,26.104187,0.0211073514,-0.091276966,6.64727168e-06,30,1.43900001,3
