###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57446.664110  22.108 12.909     5   67 o  0   1.10 244.72826 -35.90484  8019.42  1866.03 3.95 3.29  19.2 -0.576 17.78 18.37 02a57446o0423o
57447.656182  20.487  1.917    23   44 o  0   1.62 244.72826 -35.90484  7847.56  1723.49 4.11 3.35  15.3 -0.548 18.29 19.22 02a57447o0853o
57453.647352  20.619  1.000    20   20 c  0   0.83 244.72826 -35.90484  2617.02  8760.44 3.85 3.66 -56.8 -0.446 19.32 21.01 02a57453o0818c
57457.634090  19.819  0.694    43   30 c  0   1.53 244.72826 -35.90484  7935.18  1981.42 4.11 3.59 -81.7 -0.468 18.91 20.90 02a57457o0809c
57457.655405  19.676  0.880    49   43 c  0   1.36 244.72826 -35.90484  2383.70  8114.01 4.34 3.48 -72.3 -0.453 18.53 20.13 02a57457o0846c
57461.619438 -20.305  1.615   -27   44 c  0   1.74 244.72826 -35.90484  7984.54  1863.96 4.18 3.59  20.9 -0.481 17.60 19.33 02a57461o0783c
57461.641616 -18.899  2.589  -100  259 c  0   0.84 244.72826 -35.90484  2319.28  8208.91 3.91 3.66 -59.5 -0.440 17.78 19.47 02a57461o0821c
57465.605367 -19.756  0.543   -45   25 o  0   2.07 244.72826 -35.90484  7801.79  2112.85 4.20 3.55  20.9 -0.524 18.80 20.33 02a57465o0776o
57465.627510 -19.819  0.621   -43   27 o  0   1.37 244.72826 -35.90484  8081.18  2707.30 3.93 3.45  30.1 -0.525 18.88 20.46 02a57465o0816o
57465.642715 -20.111  0.744   -33   24 o  0   1.75 244.72826 -35.90484  3670.95  7409.44 3.72 3.33 -69.7 -0.502 18.86 20.29 02a57465o0844o
57465.651835 -20.142  1.262   -32   40 o  0   1.63 244.72826 -35.90484  3485.43  7539.48 3.71 3.26 -66.7 -0.514 18.32 19.20 02a57465o0860o
57469.488547  19.161  0.937    79   74 o  0   1.09 244.72826 -35.90484  7146.81  3113.49 4.69 3.66   8.5 -0.464 17.59 18.50 02a57469o0568o
57477.568039  20.425  1.820    24   45 o  0   1.45 244.72826 -35.90484  7816.38  2123.63 4.11 3.48  21.5 -0.538 18.39 19.51 02a57477o0719o
57477.584782  19.189  0.589    77   45 o  0   0.99 244.72826 -35.90484  8104.84  2715.87 3.94 3.43  32.7 -0.523 18.43 19.50 02a57477o0749o
57477.611629 -19.312  0.544   -68   37 o  0   1.21 244.72826 -35.90484  3660.97  7382.06 3.69 3.27 -72.0 -0.510 18.43 19.46 02a57477o0800o
57477.615496  20.816  2.233    17   38 o  0   1.29 244.72826 -35.90484  3473.26  7535.11 3.65 3.26 -69.0 -0.518 18.45 19.45 02a57477o0808o
57481.491215  22.135  4.667     5   24 c  0   1.22 244.72826 -35.90484  8104.40  1937.97 4.63 3.92  22.3 -0.461 19.13 20.90 02a57481o0573c
57481.504732  20.270  0.840    28   24 c  0   1.01 244.72826 -35.90484  8394.32  2528.84 4.61 4.12  36.1 -0.435 19.12 20.94 02a57481o0601c
57481.522572  19.383  0.333    64   21 c  0   1.18 244.72826 -35.90484  7202.57  3097.36 4.11 3.86  30.5 -0.450 19.20 20.97 02a57481o0638c
57481.534150 -21.197  1.760   -12   21 c  0   0.98 244.72826 -35.90484  7115.20  3119.39 4.24 3.90  22.7 -0.435 19.18 20.96 02a57481o0662c
57494.522034 -19.085  0.517   -84   44 o  0   1.31 244.72826 -35.90484  7704.45  2108.61 3.97 3.48  22.1 -0.521 18.32 19.53 02a57494o0617o
57494.534348  20.660  1.657    20   33 o  0   1.99 244.72826 -35.90484  7722.90  2144.21 4.28 3.76  23.8 -0.480 18.52 19.94 02a57494o0639o
57494.554972  21.308  2.667    11   29 o  0   1.66 244.72826 -35.90484  2893.37  8473.70 4.02 3.65 -59.2 -0.465 18.67 20.04 02a57494o0679o
57494.563132 -20.866  1.821   -16   30 o  0   1.68 244.72826 -35.90484  2909.08  8358.91 3.91 3.45 -65.5 -0.486 18.70 19.99 02a57494o0694o
57497.514277  20.072  2.304    34   78 o  0   1.20 244.72826 -35.90484  7706.32  2110.69 4.52 3.92  22.1 -0.490 17.59 18.32 02a57497o0522o
57497.530139 -19.247  0.861   -73   62 o  0   1.22 244.72826 -35.90484  2830.41  8387.03 3.75 3.35 -68.7 -0.511 18.21 19.12 02a57497o0550o
57497.546612 -20.144  2.000   -32   64 o  0   1.28 244.72826 -35.90484  2889.13  8473.25 4.03 3.56 -66.1 -0.487 18.19 19.09 02a57497o0579o
57497.557817  19.157  0.755    79   60 o  0   1.50 244.72826 -35.90484  2904.93  8360.72 3.87 3.40 -66.2 -0.498 18.25 19.08 02a57497o0601o
57511.493141 -20.492  0.898   -23   21 c  0   1.02 244.72826 -35.90484  4770.24  8597.17 3.93 3.77 -70.7 -0.423 19.06 20.89 02a57511o0558c
57511.503868 -19.579  0.389   -54   21 c  0   1.30 244.72826 -35.90484  4735.63  8563.40 4.09 3.92 -77.2 -0.419 19.15 21.00 02a57511o0580c
57511.517105 -20.516  0.961   -23   22 c  0   1.01 244.72826 -35.90484  4796.51  8646.90 3.97 3.82 -76.5 -0.423 19.22 21.04 02a57511o0606c
57511.530007 -20.163  0.656   -31   20 c  0   1.40 244.72826 -35.90484  4808.81  8532.67 4.39 4.17 -74.5 -0.383 19.14 21.05 02a57511o0632c
57520.443734 -21.271  2.000   -11   22 c  0   1.28 244.72826 -35.90484  4624.06  9924.51 4.30 4.03 -69.3 -0.438 19.24 21.15 02a57520o0433c
57520.448742 -20.155  0.783   -32   25 c  0   1.46 244.72826 -35.90484  7572.01   284.92 5.19 4.01  13.9 -0.476 19.15 21.04 02a57520o0442c
57520.457457 -19.846  0.650   -42   27 c  0   1.31 244.72826 -35.90484  7509.73   200.95 5.24 3.82  12.3 -0.485 19.13 21.04 02a57520o0458c
57520.464087  20.337  0.917    27   24 c  0   1.14 244.72826 -35.90484  4649.53  9958.43 4.59 4.21 -75.3 -0.421 19.18 21.17 02a57520o0471c
57520.471999  21.472  2.500     9   23 c  0   1.40 244.72826 -35.90484  3053.33 10205.64 4.24 4.04 -45.1 -0.410 18.97 20.85 02a57520o0487c
57520.473453 -21.071  1.810   -14   24 c  0   1.53 244.72826 -35.90484  5959.71   642.43 5.09 3.97   2.4 -0.498 19.23 21.07 02a57520o0490c
57520.479927  20.633  1.250    20   25 c  0   1.30 244.72826 -35.90484  5974.83   526.37 5.05 3.92   2.7 -0.505 19.23 21.06 02a57520o0502c
57520.484929 -20.390  0.872   -25   22 c  0   1.40 244.72826 -35.90484  3018.27 10266.82 4.39 4.04 -45.8 -0.407 19.13 20.96 02a57520o0511c
57520.489154  20.044  0.808    35   28 c  0   1.23 244.72826 -35.90484  5940.32   587.77 5.32 4.01   2.1 -0.490 19.20 21.04 02a57520o0519c
57521.442434 -21.405  3.857   -10   38 c  0   0.89 244.72826 -35.90484  7611.37  3670.44 4.03 3.78  56.4 -0.463 18.66 20.41 02a57521o0410c
57521.461575 -21.973  5.750    -6   34 c  0   1.18 244.72826 -35.90484  2905.74  6806.37 4.01 3.65 -52.4 -0.461 18.63 20.39 02a57521o0448c
57521.474023  21.226  2.048    12   24 c  0   1.44 244.72826 -35.90484  2964.08  6893.31 3.96 3.64 -55.0 -0.466 18.94 20.67 02a57521o0471c
57521.486379 -21.441  2.136   -10   21 c  0   1.54 244.72826 -35.90484  2977.09  6779.92 3.94 3.62 -59.3 -0.465 19.23 20.98 02a57521o0494c
57521.498459 -20.240  0.979   -29   28 c  0   1.27 244.72826 -35.90484  2942.96  6839.30 3.98 3.59 -65.8 -0.465 18.88 20.63 02a57521o0517c
57522.444647 -19.838  0.437   -42   18 c  0   1.85 244.72826 -35.90484  7654.30  1782.19 4.08 3.44  23.8 -0.577 19.48 20.83 02a57522o0208c
57522.454173 -20.319  0.636   -27   17 c  0   1.69 244.72826 -35.90484  7671.46  1817.89 4.19 3.52  20.8 -0.554 19.40 20.86 02a57522o0227c
57522.469697 -19.011  0.258   -90   23 c  0   1.41 244.72826 -35.90484  2908.39  8775.50 3.90 3.54 -63.0 -0.493 19.26 20.64 02a57522o0258c
57526.420643  21.174  4.632    12   57 o  0   1.05 244.72826 -35.90484  7791.41  2929.69 4.68 4.39  36.5 -0.443 17.93 18.90 02a57526o0388o
57526.441145  19.121  0.674    82   55 o  0   1.23 244.72826 -35.90484  7802.89  2964.92 4.42 4.09  40.3 -0.467 17.99 18.90 02a57526o0427o
57526.450994 -21.231  4.682   -12   55 o  0   1.30 244.72826 -35.90484  2788.25  7623.32 4.22 3.71 -61.8 -0.481 18.02 19.00 02a57526o0447o
57526.457914  19.075  1.137    85   97 o  0   1.50 244.72826 -35.90484  2802.15  7508.03 4.26 3.76 -62.5 -0.495 17.55 18.34 02a57526o0460o
57823.634409 -19.287  0.700   -70   49 o  0   1.42 244.72826 -35.90484  1310.06 10082.73 3.51 3.26  26.1 -0.519 18.27 19.00 02a57823o0809o
