###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57446.664110  18.789  0.641   111   71 o  0   1.00 244.72848 -35.90685  8019.68  1869.95 3.94 3.29  19.2 -0.576 17.78 18.37 02a57446o0423o
57447.656182 -19.558  0.814   -55   44 o  0   1.21 244.72848 -35.90685  7847.82  1727.41 4.11 3.35  15.3 -0.548 18.29 19.22 02a57447o0853o
57453.647352  20.779  1.091    18   19 c  0   0.94 244.72848 -35.90685  2616.76  8756.51 3.85 3.66 -56.8 -0.446 19.32 21.01 02a57453o0818c
57457.634090  21.162  2.389    12   30 c  0   1.27 244.72848 -35.90685  7935.44  1985.34 4.11 3.59 -81.7 -0.468 18.91 20.90 02a57457o0809c
57457.655405  20.104  1.355    33   45 c  0   1.24 244.72848 -35.90685  2383.45  8110.09 4.34 3.48 -72.3 -0.453 18.53 20.13 02a57457o0846c
57461.619438  20.976  3.000    15   44 c  0   1.24 244.72848 -35.90685  7984.80  1867.89 4.17 3.59  20.9 -0.481 17.60 19.33 02a57461o0783c
57461.641616  17.699  0.858   302  259 c  0   0.86 244.72848 -35.90685  2319.02  8204.99 3.91 3.66 -59.5 -0.440 17.78 19.47 02a57461o0821c
57465.605367  21.469  2.947     9   28 o  0   1.40 244.72848 -35.90685  7802.06  2116.76 4.20 3.55  20.9 -0.524 18.80 20.33 02a57465o0776o
57465.627510 -19.593  0.538   -53   28 o  0   1.15 244.72848 -35.90685  8081.44  2711.21 3.93 3.45  30.2 -0.525 18.88 20.46 02a57465o0816o
57465.642715 -21.643  3.250    -8   26 o  0   1.09 244.72848 -35.90685  3670.66  7405.54 3.72 3.33 -69.7 -0.502 18.86 20.29 02a57465o0844o
57465.651835 -20.063  1.279   -34   44 o  0   1.15 244.72848 -35.90685  3485.14  7535.57 3.71 3.26 -66.7 -0.514 18.32 19.20 02a57465o0860o
57469.488547  18.875  0.701   102   72 o  0   1.14 244.72848 -35.90685  7147.10  3117.38 4.69 3.67   8.5 -0.464 17.59 18.50 02a57469o0568o
57477.568039  19.047  0.449    87   39 o  0   1.35 244.72848 -35.90685  7816.65  2127.54 4.11 3.48  21.6 -0.538 18.39 19.51 02a57477o0719o
57477.584782 -24.000 47.500    -1   43 o  0   1.06 244.72848 -35.90685  8105.10  2719.78 3.94 3.43  32.8 -0.523 18.43 19.50 02a57477o0749o
57477.611629  20.692  2.000    19   38 o  0   1.21 244.72848 -35.90685  3660.68  7378.16 3.69 3.27 -72.0 -0.510 18.43 19.46 02a57477o0800o
57477.615496  20.014  1.122    36   40 o  0   0.95 244.72848 -35.90685  3472.98  7531.21 3.65 3.26 -69.0 -0.518 18.45 19.45 02a57477o0808o
57481.491215 -19.203  0.313   -76   24 c  0   1.10 244.72848 -35.90685  8104.65  1941.89 4.63 3.92  22.3 -0.461 19.13 20.90 02a57481o0573c
57481.504732  20.385  0.978    26   25 c  0   0.86 244.72848 -35.90685  8394.57  2532.76 4.61 4.12  36.2 -0.435 19.12 20.94 02a57481o0601c
57481.522572  23.956 23.000     1   22 c  0   0.94 244.72848 -35.90685  7202.85  3101.26 4.11 3.86  30.7 -0.450 19.20 20.97 02a57481o0638c
57481.534150 -20.660  1.098   -20   22 c  0   0.88 244.72848 -35.90685  7115.49  3123.29 4.24 3.90  22.7 -0.435 19.18 20.96 02a57481o0662c
57494.522034 -19.923  1.116   -39   44 o  0   1.16 244.72848 -35.90685  7704.72  2112.53 3.96 3.48  22.2 -0.520 18.32 19.53 02a57494o0617o
57494.534348  19.818  0.882    43   38 o  0   0.92 244.72848 -35.90685  7723.17  2148.13 4.28 3.76  23.9 -0.480 18.52 19.94 02a57494o0639o
57494.554972  20.085  0.865    34   29 o  0   1.19 244.72848 -35.90685  2893.10  8469.79 4.02 3.65 -59.2 -0.465 18.67 20.04 02a57494o0679o
57494.563132  21.151  2.300    13   29 o  0   1.38 244.72848 -35.90685  2908.81  8355.00 3.91 3.45 -65.5 -0.486 18.70 19.99 02a57494o0694o
57497.514277  19.498  1.487    58   86 o  0   0.94 244.72848 -35.90685  7706.59  2114.60 4.52 3.92  22.1 -0.490 17.59 18.32 02a57497o0522o
57497.530139 -20.178  1.871   -31   58 o  0   1.24 244.72848 -35.90685  2830.14  8383.11 3.75 3.35 -68.7 -0.511 18.21 19.12 02a57497o0550o
57497.546612  18.578  0.486   134   65 o  0   0.97 244.72848 -35.90685  2888.86  8469.33 4.03 3.56 -66.1 -0.487 18.19 19.09 02a57497o0579o
57497.557817  18.426  0.382   155   59 o  0   1.22 244.72848 -35.90685  2904.66  8356.80 3.87 3.40 -66.2 -0.498 18.25 19.08 02a57497o0601o
57511.493141 -21.313  2.000   -11   22 c  0   0.87 244.72848 -35.90685  4769.92  8593.26 3.93 3.77 -70.7 -0.423 19.06 20.89 02a57511o0558c
57511.503868 -21.094  1.464   -13   19 c  0   1.43 244.72848 -35.90685  4735.31  8559.48 4.09 3.92 -77.2 -0.419 19.15 21.00 02a57511o0580c
57511.517105 -19.949  0.570   -38   22 c  0   0.96 244.72848 -35.90685  4796.19  8642.99 3.97 3.82 -76.5 -0.423 19.22 21.04 02a57511o0606c
57511.530007 -21.551  2.529    -9   22 c  0   0.95 244.72848 -35.90685  4808.48  8528.76 4.39 4.17 -74.4 -0.383 19.14 21.05 02a57511o0632c
57520.443734 -19.984  0.681   -37   25 c  0   0.95 244.72848 -35.90685  4624.42  9928.45 4.30 4.03 -69.2 -0.438 19.24 21.15 02a57520o0433c
57520.448742 -19.815  0.587   -43   25 c  0   1.25 244.72848 -35.90685  7572.27   288.87 5.19 4.01  13.9 -0.475 19.15 21.04 02a57520o0442c
57520.457457 -21.282  2.500   -11   28 c  0   1.09 244.72848 -35.90685  7510.00   204.91 5.24 3.83  12.3 -0.485 19.13 21.04 02a57520o0458c
57520.464087  20.314  0.898    27   24 c  0   1.12 244.72848 -35.90685  4649.88  9962.37 4.59 4.21 -75.3 -0.421 19.18 21.17 02a57520o0471c
57520.471999  22.736  7.200     3   21 c  0   1.20 244.72848 -35.90685  3053.07 10201.69 4.24 4.04 -45.2 -0.410 18.97 20.85 02a57520o0487c
57520.473453 -21.123  2.000   -13   26 c  0   1.23 244.72848 -35.90685  5959.35   638.49 5.09 3.97   2.4 -0.498 19.23 21.07 02a57520o0490c
57520.479927  23.643 21.500     1   27 c  0   0.90 244.72848 -35.90685  5974.48   522.43 5.05 3.92   2.7 -0.505 19.23 21.06 02a57520o0502c
57520.484929 -19.958  0.543   -38   20 c  0   1.30 244.72848 -35.90685  3018.01 10262.86 4.39 4.04 -45.9 -0.407 19.13 20.96 02a57520o0511c
57520.489154 -20.537  1.152   -22   26 c  0   1.25 244.72848 -35.90685  5939.97   583.84 5.32 4.01   2.1 -0.490 19.20 21.04 02a57520o0519c
57521.442434 -20.350  1.324   -26   35 c  0   1.09 244.72848 -35.90685  7611.65  3674.34 4.03 3.78  56.5 -0.463 18.66 20.41 02a57521o0410c
57521.461575 -22.725 10.750    -3   32 c  0   1.29 244.72848 -35.90685  2905.46  6802.47 4.01 3.65 -52.4 -0.462 18.63 20.39 02a57521o0448c
57521.474023  20.803  1.516    17   26 c  0   1.08 244.72848 -35.90685  2963.80  6889.41 3.96 3.64 -55.0 -0.466 18.94 20.67 02a57521o0471c
57521.486379 -21.302  1.880   -11   21 c  0   1.31 244.72848 -35.90685  2976.82  6776.02 3.94 3.62 -59.3 -0.465 19.23 20.98 02a57521o0494c
57521.498459 -20.551  1.417   -22   31 c  0   0.85 244.72848 -35.90685  2942.69  6835.40 3.98 3.59 -65.8 -0.465 18.88 20.63 02a57521o0517c
57522.444647 -20.406  0.800   -25   20 c  0   1.22 244.72848 -35.90685  7654.57  1786.11 4.08 3.44  23.8 -0.577 19.48 20.83 02a57522o0208c
57522.454173 -21.002  1.244   -14   18 c  0   1.42 244.72848 -35.90685  7671.73  1821.81 4.19 3.52  20.8 -0.554 19.40 20.86 02a57522o0227c
57522.469697  21.536  2.360     9   21 c  0   1.55 244.72848 -35.90685  2908.12  8771.58 3.90 3.53 -63.0 -0.493 19.26 20.64 02a57522o0258c
57526.420643 -19.146  0.748   -80   60 o  0   0.89 244.72848 -35.90685  7791.68  2933.59 4.68 4.39  36.6 -0.443 17.93 18.90 02a57526o0388o
57526.441145  19.939  1.385    38   53 o  0   1.06 244.72848 -35.90685  7803.16  2968.83 4.42 4.09  40.5 -0.467 17.99 18.90 02a57526o0427o
57526.450994  22.087 11.700     5   62 o  0   0.92 244.72848 -35.90685  2787.98  7619.41 4.22 3.71 -61.8 -0.481 18.02 19.00 02a57526o0447o
57526.457914  19.315  1.476    68  101 o  0   1.28 244.72848 -35.90685  2801.88  7504.12 4.26 3.76 -62.5 -0.495 17.55 18.34 02a57526o0460o
57823.634409  21.034  3.639    14   51 o  0   1.31 244.72848 -35.90685  1309.85 10078.76 3.51 3.26  26.1 -0.519 18.27 19.00 02a57823o0809o
57823.644345 -18.893  0.486  -101   49 o  0   0.99 244.72848 -35.90685  4338.99   438.80 3.66 3.45  -8.4 -0.503 18.38 19.19 02a57823o0829o
57823.654048 -19.841  1.220   -42   51 o  0   1.26 244.72848 -35.90685  1295.40 10040.18 3.47 3.25  28.6 -0.520 18.28 19.01 02a57823o0849o
57823.658373  19.695  1.298    48   62 o  0   1.07 244.72848 -35.90685  4324.41   403.66 3.65 3.42 -11.4 -0.509 18.14 18.72 02a57823o0858o
57823.659813 -19.396  1.162   -63   74 o  0   1.45 244.72848 -35.90685  1343.19 10119.75 3.44 3.20  27.3 -0.521 17.92 18.29 02a57823o0861o
57824.645363 -15.794  0.487 -1748  850 o  0   0.52 244.72848 -35.90685  6709.30 10518.27 3.46 3.16 -13.7 -0.522 17.87 18.69 01a57824o0148o
57831.645352 -19.765  1.211   -45   55 o  0   1.46 244.72848 -35.90685  1870.35  8947.87 4.10 3.89  49.1 -0.449 17.72 18.54 02a57831o0838o
57835.642254 -21.993 10.800    -6   63 c  0   0.93 244.72848 -35.90685  2343.82  9248.16 3.73 3.40  17.3 -0.449 18.02 19.22 02a57835o0728c
