###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
59644.381138  20.903  0.874    16   14 c  0   2.27 318.02006 -57.30048  7751.69  4073.92 2.27 1.94 -19.8 -0.384 19.20 20.96 04a59644o0729c
59644.383989  20.292  0.512    28   14 c  0   1.34 318.02006 -57.30048  7732.03  4035.62 2.33 1.97 -27.4 -0.385 19.17 20.94 04a59644o0735c
59644.389151 -21.862  2.179    -6   14 c  0   1.40 318.02006 -57.30048  7786.56  4110.94 2.37 2.02 -19.1 -0.380 19.11 20.86 04a59644o0746c
59644.398851 -20.773  1.030   -18   18 c  0   1.87 318.02006 -57.30048  7801.94  3994.99 2.39 2.03 -14.6 -0.382 18.64 19.85 04a59644o0767c
59652.382260 -25.383 76.000    -0   19 o  0   1.39 318.02006 -57.30048  5368.29  8489.19 2.12 1.81 -84.3 -0.418 19.25 20.56 04a59652o0741o
59652.386218  20.137  0.606    32   19 o  0   0.76 318.02006 -57.30048  5346.11  8451.17 2.11 1.80 -80.4 -0.409 19.27 20.62 04a59652o0749o
59652.393879  21.119  1.340    13   17 o  0   0.94 318.02006 -57.30048  5406.24  8527.67 2.19 1.81 -79.5 -0.421 19.28 20.55 04a59652o0765o
59660.385841 -20.694  1.388   -19   27 o  0   0.76 318.02006 -57.30048  6790.44  2273.86 2.05 1.85 -31.2 -0.417 18.78 19.57 04a59660o0874o
59660.390391  26.186 174.000     0   21 o  0   1.40 318.02006 -57.30048  6771.07  2236.21 2.08 1.91 -31.3 -0.426 18.76 19.59 04a59660o0884o
59660.403555 -22.250  4.795    -5   22 o  0   1.04 318.02006 -57.30048  6829.66  2313.78 2.05 1.87 -30.4 -0.426 18.78 19.53 04a59660o0913o
59660.406295  21.208  2.075    12   25 o  0   0.86 318.02006 -57.30048  6846.95  2196.76 2.02 1.82 -28.1 -0.430 18.73 19.39 04a59660o0919o
59666.126195  20.811  1.186    17   20 o  0   1.26 318.02006 -57.30048  4782.38  6146.65 2.36 2.21 -38.5 -0.441 19.12 20.15 03a59666o0809o
